date,asset,open,high,low,close,volume,turnover,trailing-high,trailing-ago,prct-decline,trailing-max-decline,idx,trailing-high-idx,date-instant,trailing-high-date,setup,signal,initial,px0,px5,px10,px20,px40,category,pl
2018-06-18 00:00:00+00:00,CX,6.16,6.2,6.06,6.17,1385321,8547430.57,6.25,299,-0.030400000000000094,-0.08479999999999999,33,0,2018-06-18T00:00Z,2018-05-01T00:00Z,true,true,true,6.21,6.33,6.34,6.63,7.06,Stock,0.13687600644122377
2018-06-18 00:00:00+00:00,D,66.4,66.52,65.895,66.0,1708184,1.12740144E8,66.69,299,-0.011920827710301451,-0.07737291947818259,33,0,2018-06-18T00:00Z,2018-05-01T00:00Z,true,true,true,66.94,67.88,68.45,70.38,69.66,Stock,0.04063340304750529
2019-11-07 00:00:00+00:00,DAR,20.8,22.5,20.8,22.03,576503,1.270036109E7,22.62,176,-0.08045977011494254,-0.1962864721485411,384,208,2019-11-07T00:00Z,2019-02-28T00:00Z,true,true,true,22.6,22.85,22.94,24.05,28.69,Stock,0.26946902654867255
2024-02-01 00:00:00+00:00,DCI,65.03,66.67,64.83,66.65,195703,1.3043604950000001E7,66.96,230,-0.031810035842293805,-0.14784946236559127,1448,1218,2024-02-01T00:00Z,2023-03-03T00:00Z,true,true,true,67.41,67.05,66.88,72.52,73.96,Stock,0.0971665924936953
2022-03-04 00:00:00+00:00,DE,378.87,390.8,374.53,390.07,650743,2.5383532201E8,400.23,207,-0.0642130774804488,-0.19923543962221724,968,761,2022-03-04T00:00Z,2021-05-10T00:00Z,true,true,true,369.0,389.48,413.15,416.8,381.23,Stock,0.10694850948509482
2019-01-30 00:00:00+00:00,DEO,144.69,145.25,143.73,144.58,75523,1.0919115340000002E7,151.3,132,-0.050033046926636016,-0.13079973562458702,188,56,2019-01-30T00:00Z,2018-07-20T00:00Z,true,true,true,152.65,151.29,155.91,154.78,163.8,Stock,0.07304290861447771
2019-03-20 00:00:00+00:00,DKT,26.0,26.06,25.99,26.04,37849,985587.96,26.06,136,-0.0026861089792785675,-0.06676899462778196,222,86,2019-03-20T00:00Z,2018-08-31T00:00Z,true,true,true,26.07,25.98,25.87,25.8,25.93,,-0.005370157268891451
2019-11-26 00:00:00+00:00,DOC,18.8,19.015,18.63,18.9,1286381,2.43126009E7,19.18,168,-0.02867570385818563,-0.15984513274336276,397,229,2019-11-26T00:00Z,2019-03-29T00:00Z,true,true,true,19.24,19.08,18.65,18.65,19.53,Stock,-0.0281496881496881
2018-07-02 00:00:00+00:00,DTE,103.74,104.66,103.42,104.59,458457,4.795001763E7,105.4,299,-0.018785578747628096,-0.10540796963946863,43,0,2018-07-02T00:00Z,2018-05-01T00:00Z,true,true,true,105.02,104.0,106.38,108.54,110.73,Stock,0.05437059607693784
2022-03-24 00:00:00+00:00,DUK,106.57,108.08,106.47,107.47,753102,8.093587194E7,108.39,153,-0.017713811237199062,-0.17548424400115636,982,829,2022-03-24T00:00Z,2021-08-16T00:00Z,true,true,true,109.13,111.66,114.86,114.28,109.83,Stock,0.026247594611930714
2019-11-18 00:00:00+00:00,DXB,25.5,25.54,25.48,25.54,10090,257698.6,25.6,294,-0.004687500000000067,-0.12707609115488605,391,97,2019-11-18T00:00Z,2018-09-18T00:00Z,true,true,true,25.61,25.35,25.48,25.91,26.39,,0.030456852791878264
2024-07-15 00:00:00+00:00,EBF,22.75,22.89,22.6,22.65,66344,1502691.5999999999,23.17,143,-0.024600776866637863,-0.19404255319148933,1560,1417,2024-07-15T00:00Z,2023-12-15T00:00Z,true,true,true,23.34,23.65,23.48,22.35,23.06,Stock,-0.014121679520137098
2020-02-18 00:00:00+00:00,ECL,207.18,209.66,204.79,207.68,441640,9.17197952E7,209.88,125,-0.024251953497236522,-0.1627434064579738,452,327,2020-02-18T00:00Z,2019-08-19T00:00Z,true,true,true,210.31,194.78,193.92,169.5,174.66,Stock,-0.020000000000000018
2018-08-14 00:00:00+00:00,ED,78.28,78.98,78.26,78.52,356705,2.8008476599999998E7,80.24,299,-0.02467597208374861,-0.11328514456630101,73,0,2018-08-14T00:00Z,2018-05-01T00:00Z,true,true,true,79.79,79.62,78.45,80.15,77.77,Stock,-0.01557839328236632
2018-06-28 00:00:00+00:00,EEP,9.81,10.315,9.75,10.18,416812,4243146.16,10.645,299,-0.08407703147017376,-0.16486613433536867,41,0,2018-06-28T00:00Z,2018-05-01T00:00Z,true,true,true,10.93,10.84,10.98,10.88,11.58,,0.059469350411710975
2018-06-28 00:00:00+00:00,EEQ,9.34,9.74,9.18,9.59,198245,1901169.55,9.845,299,-0.06754697816150335,-0.14829862874555622,41,0,2018-06-28T00:00Z,2018-05-01T00:00Z,true,true,true,10.26,10.35,10.44,10.42,11.08,,0.0799220272904484
2018-06-18 00:00:00+00:00,EIG,40.5,40.9,40.25,40.8,40233,1641506.4,41.15,299,-0.021871202916160404,-0.047387606318347375,33,0,2018-06-18T00:00Z,2018-05-01T00:00Z,true,true,true,41.45,41.1,40.5,41.8,44.05,Stock,0.062726176115802
2018-07-05 00:00:00+00:00,EIX,64.5,65.3,64.11,65.28,733455,4.78799424E7,65.75,299,-0.02494296577946764,-0.10874524714828893,45,0,2018-07-05T00:00Z,2018-05-01T00:00Z,true,true,true,66.26,65.67,65.83,66.21,66.43,Stock,0.0025656504678539527
2018-07-06 00:00:00+00:00,ES,59.76,60.44,59.74,60.31,675353,4.073053943E7,60.45,299,-0.011745244003308564,-0.1270471464019851,46,0,2018-07-06T00:00Z,2018-05-01T00:00Z,true,true,true,58.46,59.14,58.75,60.93,62.43,Stock,0.06790968183373236
2024-07-12 00:00:00+00:00,ESE,115.22,117.24,114.65,117.0,69512,8132904.0,118.7,135,-0.03411962931760737,-0.18542544229149116,1559,1424,2024-07-12T00:00Z,2023-12-27T00:00Z,true,true,true,117.53,117.92,124.3,116.49,114.93,Stock,0.0364502680166765
2018-08-16 00:00:00+00:00,ESRT,17.12,17.315,17.1,17.29,205460,3552403.4,17.615,299,-0.02923644621061583,-0.09508941243258584,75,0,2018-08-16T00:00Z,2018-05-01T00:00Z,true,true,true,17.74,17.42,17.52,16.88,15.73,Stock,-0.032153325817361855
2025-10-15 00:00:00+00:00,EXC,47.495,47.87,47.41,47.84,73413,3512077.9200000004,48.05,133,-0.013319458896982272,-0.1546415441176472,1837,1704,2025-10-15T00:00Z,2025-04-04T00:00Z,true,true,true,47.34,48.105,47.21,45.93,43.1,Stock,-0.02269117025771028
2019-03-21 00:00:00+00:00,EXR,98.66,100.76,98.63,100.66,158474,1.595199284E7,101.95,184,-0.03256498283472298,-0.17900931829328104,223,39,2019-03-21T00:00Z,2018-06-26T00:00Z,true,true,true,100.61,102.76,100.92,100.7,105.99,Stock,0.05347380976046123
2024-07-24 00:00:00+00:00,FCN,226.61,231.23,225.54,230.49,60188,1.3872732120000001E7,232.18,159,-0.028598501162890977,-0.1991988974071841,1567,1408,2024-07-24T00:00Z,2023-12-04T00:00Z,true,true,true,225.64,217.97,214.52,224.84,225.26,Stock,-0.020000000000000018
2020-01-23 00:00:00+00:00,FCPT,29.12,29.48,28.99,29.45,153269,4513772.05,29.8,204,-0.027181208053691397,-0.1228070175438597,435,231,2020-01-23T00:00Z,2019-04-02T00:00Z,true,true,true,29.7,30.39,30.9,32.5,14.42,Stock,0.07239057239057245
2022-04-21 00:00:00+00:00,FCPT,29.89,30.07,29.67,29.84,189933,5667600.72,30.1,121,-0.014285714285714235,-0.19353846153846155,1001,880,2022-04-21T00:00Z,2021-10-27T00:00Z,true,true,true,29.73,28.89,26.96,26.16,25.71,Stock,-0.020000000000000018
2024-11-12 00:00:00+00:00,FDS,480.41,487.13,479.63,484.27,113129,5.478498083E7,488.56,164,-0.01827820533813662,-0.1988496806942852,1645,1481,2024-11-12T00:00Z,2024-03-20T00:00Z,true,true,true,490.83,481.4,490.98,490.04,454.86,Stock,-0.021577328199172685
2025-09-25 00:00:00+00:00,FE,44.24,44.58,43.87,44.24,1573986,6.963314064E7,44.93,264,-0.023592254618295172,-0.1635878032494993,1795,1531,2025-09-25T00:00Z,2024-09-05T00:00Z,true,true,true,45.43,45.46,46.67,46.52,46.57,Stock,0.02509355051727935
2018-08-07 00:00:00+00:00,FG,9.3,9.46,9.28,9.34,320860,2996832.4,9.53,299,-0.026232948583420734,-0.14585519412381942,68,0,2018-08-07T00:00Z,2018-05-01T00:00Z,true,true,true,9.56,9.34,9.11,8.92,8.9,Stock,-0.020000000000000018
2018-11-20 00:00:00+00:00,FII,25.55,25.99,25.41,25.91,399887,1.036107217E7,26.59,299,-0.04437758555848059,-0.1703647987965401,142,0,2018-11-20T00:00Z,2018-05-01T00:00Z,true,true,true,26.34,26.68,25.21,24.8,26.38,,-0.007350037965072165
2020-01-30 00:00:00+00:00,FII,34.01,34.86,33.79,34.82,204863,7133329.66,35.92,128,-0.05929844097995551,-0.16146993318485525,440,312,2020-01-30T00:00Z,2019-07-29T00:00Z,true,true,true,36.23,34.82,34.82,34.82,34.82,,-0.020000000000000018
2022-11-23 00:00:00+00:00,FLO,29.59,29.71,29.49,29.59,504464,1.492708976E7,29.725,214,-0.007905803195963124,-0.18724978973927675,1151,937,2022-11-23T00:00Z,2022-01-19T00:00Z,true,true,true,29.76,29.89,29.28,29.0,26.57,Stock,-0.015719086021505402
2018-07-05 00:00:00+00:00,FMX,88.59,93.52,88.32,93.18,153798,1.433089764E7,96.53,299,-0.08505127939500678,-0.16222935874857558,45,0,2018-07-05T00:00Z,2018-05-01T00:00Z,true,true,true,95.72,95.04,95.08,97.32,96.96,Stock,0.012954450480568314
2022-02-01 00:00:00+00:00,FOE,21.8,21.82,21.76,21.8,220305,4802649.0,22.0,184,-0.010909090909090868,-0.16322815533980595,879,695,2022-02-01T00:00Z,2021-05-11T00:00Z,true,true,true,21.83,21.84,21.81,21.8,21.7,,-0.005955107650022828
2019-02-14 00:00:00+00:00,FR,33.36,33.84,33.1,33.81,475821,1.6087508010000002E7,34.04,153,-0.02761457109283194,-0.19800235017626322,199,46,2019-02-14T00:00Z,2018-07-06T00:00Z,true,true,true,33.91,34.19,33.63,34.89,35.97,Stock,0.06074904158065464
2019-10-18 00:00:00+00:00,FRT,137.46,138.76,137.26,138.04,195668,2.701001072E7,139.29,141,-0.014573910546342161,-0.1517541273584906,370,229,2019-10-18T00:00Z,2019-03-29T00:00Z,true,true,true,139.72,139.04,135.64,131.86,128.45,Stock,-0.024769539078156377
2021-12-14 00:00:00+00:00,FTS,45.67,46.7,45.51,46.49,266472,1.2388283280000001E7,47.02,126,-0.0321139940450873,-0.1393112701252236,913,787,2021-12-14T00:00Z,2021-06-16T00:00Z,true,true,true,46.74,47.2,47.8,47.19,46.57,Stock,-0.0036371416345742924
2025-08-27 00:00:00+00:00,GATX,164.18,166.53,164.18,166.03,71267,1.183246001E7,168.66,132,-0.02656231471599657,-0.1731886635835409,1841,1709,2025-08-27T00:00Z,2025-02-18T00:00Z,true,true,true,170.08,168.5,171.38,174.49,161.99,Stock,0.005410395108184307
2022-12-01 00:00:00+00:00,GD,253.19,253.82,250.33,252.27,288414,7.275819978E7,254.99,187,-0.018275226479469775,-0.18683085611200445,1087,900,2022-12-01T00:00Z,2022-03-07T00:00Z,true,true,true,255.74,247.68,245.14,248.11,233.06,Stock,-0.020000000000000018
2018-11-01 00:00:00+00:00,GHC,581.39,605.26,581.39,603.5,13185,7957147.5,613.55,128,-0.05241626599299154,-0.12598810202917443,129,1,2018-11-01T00:00Z,2018-05-02T00:00Z,true,true,true,612.16,648.23,641.69,658.96,652.84,Stock,0.06645321484579214
2025-01-29 00:00:00+00:00,GIB,112.51,116.75,112.51,114.54,76765,8792663.1,118.89,220,-0.05366304987803849,-0.18470855412566234,1627,1407,2025-01-29T00:00Z,2024-03-13T00:00Z,true,true,true,119.01,120.17,120.65,110.29,99.26,Stock,-0.006495252499789883
2020-03-16 00:00:00+00:00,GIS,49.4,55.85,48.76,53.38,3787939,2.0220018382000002E8,56.39,130,-0.13530767866643023,-0.17900207900207898,471,341,2020-03-16T00:00Z,2019-09-09T00:00Z,true,true,true,59.67,47.28,54.1,58.85,62.51,Stock,-0.020000000000000018
2021-12-03 00:00:00+00:00,GIS,63.19,64.24,63.16,64.23,1438171,9.237372333000001E7,64.65,142,-0.023047177107502037,-0.18415482310250986,906,764,2021-12-03T00:00Z,2021-05-13T00:00Z,true,true,true,64.44,64.76,67.65,67.26,68.25,Stock,0.05912476722532589
2022-07-21 00:00:00+00:00,GPC,142.0,142.65,140.66,142.55,238541,3.4004019550000004E7,142.99,135,-0.016294845793412227,-0.19099237708930694,1063,928,2022-07-21T00:00Z,2022-01-05T00:00Z,true,true,true,144.49,149.61,149.93,159.97,154.68,Stock,0.08499273306111155
2019-07-26 00:00:00+00:00,GSK,41.67,41.92,41.58,41.91,642973,2.6946998429999996E7,42.36,280,-0.018413597733711096,-0.1402266288951841,311,31,2019-07-26T00:00Z,2018-06-14T00:00Z,true,true,true,42.18,41.05,40.47,41.19,41.92,Stock,-0.020000000000000018
2021-11-03 00:00:00+00:00,GWW,470.38,476.79,468.64,474.44,107327,5.092022188E7,479.79,124,-0.023239333875237134,-0.18474749369515842,885,761,2021-11-03T00:00Z,2021-05-10T00:00Z,true,true,true,479.83,481.01,486.58,488.01,518.24,Warrant,0.08004918408603046
2024-09-19 00:00:00+00:00,GWW,1034.11,1034.11,1022.64,1030.1,59233,6.10159133E7,1034.19,125,-0.011168160589446918,-0.16865747075428672,1607,1482,2024-09-19T00:00Z,2024-03-21T00:00Z,true,true,true,1032.22,1043.93,1029.15,1119.47,1176.01,Warrant,0.1393016992501599
2025-01-13 00:00:00+00:00,HESM,38.0,38.89,38.0,38.87,226198,8792316.26,39.11,123,-0.02838148811045771,-0.12758885195602154,1685,1562,2025-01-13T00:00Z,2024-07-17T00:00Z,true,true,true,40.07,41.08,40.87,39.37,40.64,Stock,-4.342400798602597E-4
2018-08-13 00:00:00+00:00,HII,237.85,242.03,237.43,240.54,88397,2.126301438E7,242.78,299,-0.02203641156602687,-0.16665293681522364,72,0,2018-08-13T00:00Z,2018-05-01T00:00Z,true,true,true,243.3,248.61,250.62,243.76,258.8,Stock,0.00948458692971621
2020-01-16 00:00:00+00:00,HRL,45.37,46.145,45.3,46.02,1100225,5.06323545E7,46.26,290,-0.02075226977950717,-0.19887591872027666,431,141,2020-01-16T00:00Z,2018-11-19T00:00Z,true,true,true,46.3,47.23,47.26,48.58,42.63,Stock,0.028259179265658796
2024-04-29 00:00:00+00:00,HSBC,42.25,42.34,42.11,42.18,354968,1.497255024E7,42.46,187,-0.00824305228450306,-0.1819787985865725,1439,1252,2024-04-29T00:00Z,2023-08-01T00:00Z,true,true,true,43.58,44.78,43.97,44.16,43.71,Stock,0.002983019733822978
2019-06-05 00:00:00+00:00,HTA,28.71,29.2,28.69,29.2,463698,1.35399816E7,29.21,198,-0.017802122560766853,-0.1708319068812051,275,77,2019-06-05T00:00Z,2018-08-20T00:00Z,true,true,true,28.91,28.64,29.15,27.69,26.71,,-0.011864406779661163
2019-06-28 00:00:00+00:00,HYT,10.7,10.72,10.685,10.72,159518,1710032.9600000002,10.73,206,-0.00419384902143527,-0.16589002795899355,292,86,2019-06-28T00:00Z,2018-08-31T00:00Z,true,true,true,10.77,10.81,10.71,10.68,11.21,Stock,0.040854224698235964
2021-11-04 00:00:00+00:00,IEX,230.84,234.5,230.84,233.38,93474,2.181496212E7,235.76,133,-0.020868680013573115,-0.14232768826890407,886,753,2021-11-04T00:00Z,2021-04-28T00:00Z,true,true,true,234.51,233.58,235.84,228.29,230.69,Stock,-0.014442028058504919
2018-10-29 00:00:00+00:00,IFF,142.01,142.58,138.59,139.79,292562,4.089724198E7,143.08,123,-0.031381045568912525,-0.14656136427173616,126,3,2018-10-29T00:00Z,2018-05-04T00:00Z,true,true,true,144.39,146.03,143.0,140.03,132.42,Stock,-0.008869035251748647
2019-06-06 00:00:00+00:00,IFF,141.65,148.86,141.5,148.52,486121,7.219869092E7,150.45,144,-0.05948820206048511,-0.1900963775340645,276,132,2019-06-06T00:00Z,2018-11-06T00:00Z,true,true,true,151.32,149.91,150.72,145.12,143.82,Stock,-0.023885804916732645
2024-09-25 00:00:00+00:00,IHG,111.73,111.84,110.47,110.78,35029,3880512.62,112.06,148,-0.014188827413885496,-0.18070676423344634,1611,1463,2024-09-25T00:00Z,2024-02-23T00:00Z,true,true,true,112.74,109.31,112.03,112.05,122.73,Stock,-0.020000000000000018
2019-03-14 00:00:00+00:00,INVH,23.72,23.86,23.62,23.86,641085,1.52962881E7,23.96,211,-0.014190317195325486,-0.19824707846410683,218,7,2019-03-14T00:00Z,2018-05-10T00:00Z,true,true,true,23.85,23.85,24.18,24.5,25.03,Stock,0.04947589098532501
2019-04-29 00:00:00+00:00,IPOA,10.27,10.27,10.24,10.25,2208,22632.0,10.29,181,-0.004859086491739495,-0.04178814382896012,247,66,2019-04-29T00:00Z,2018-08-03T00:00Z,true,true,true,10.235,10.33,10.32,10.34,10.4,,0.016121152906692915
2019-01-29 00:00:00+00:00,IRM,36.31,36.52,36.15,36.41,418298,1.5230230179999998E7,36.95,136,-0.021650879566982528,-0.18186738836265226,187,51,2019-01-29T00:00Z,2018-07-13T00:00Z,true,true,true,36.84,36.87,35.79,35.0,35.45,Stock,-0.01920195439739436
2021-11-15 00:00:00+00:00,ITW,238.99,241.58,238.19,239.02,367328,8.779873856E7,242.06,132,-0.015987771626869374,-0.15723374369990917,893,761,2021-11-15T00:00Z,2021-05-10T00:00Z,true,true,true,242.07,242.11,232.15,241.7,246.24,Warrant,-0.019838063370099412
2024-11-05 00:00:00+00:00,ITW,263.36,266.96,262.0,266.43,322365,8.588770695E7,271.25,157,-0.03410138248847927,-0.17634367903103698,1640,1483,2024-11-05T00:00Z,2024-03-22T00:00Z,true,true,true,275.47,271.2,266.46,275.9,252.29,Warrant,-0.018470250844012326
2019-08-07 00:00:00+00:00,IVR,16.08,16.36,15.945,16.32,711437,1.161065184E7,16.655,253,-0.042629840888622095,-0.1792254578204744,319,66,2019-08-07T00:00Z,2018-08-03T00:00Z,true,true,true,16.62,15.72,15.6,15.0,15.09,Stock,-0.020000000000000018
2020-01-16 00:00:00+00:00,JNJ,147.5,148.84,146.3,148.2,3066152,4.544037264E8,148.98,280,-0.017988991810981236,-0.18109813397771513,431,151,2020-01-16T00:00Z,2018-12-04T00:00Z,true,true,true,149.17,148.32,148.87,150.13,127.13,Stock,-0.01369310183012662
2021-08-02 00:00:00+00:00,JNJ,172.47,172.84,171.3,172.27,1370613,2.3611550151000002E8,173.62,130,-0.013362515839189015,-0.14121019108280242,819,689,2021-08-02T00:00Z,2021-01-26T00:00Z,true,true,true,174.39,173.71,177.84,173.66,162.81,Stock,-6.124204369516439E-4
2022-03-30 00:00:00+00:00,JNJ,178.44,179.86,177.69,179.59,2655444,4.7689118796000004E8,179.91,153,-0.012339503084875747,-0.1345117002945917,986,833,2022-03-30T00:00Z,2021-08-20T00:00Z,true,true,true,177.23,182.23,180.66,183.46,179.46,Stock,0.014449021046098354
2025-03-03 00:00:00+00:00,JNJ,165.02,167.33,164.85,167.28,3185770,5.329156056E8,168.85,122,-0.0236896653834765,-0.18656589191339445,1718,1596,2025-03-03T00:00Z,2024-09-04T00:00Z,true,true,true,165.42,167.7,162.84,165.84,155.91,Stock,-0.006492564381574195
2025-06-27 00:00:00+00:00,JNPR,36.85,37.2,36.75,36.82,1390466,5.119695812E7,39.44,158,-0.06820486815415816,-0.1516227180527383,1735,1577,2025-06-27T00:00Z,2024-11-06T00:00Z,true,true,true,39.93,36.82,36.82,36.82,36.82,,-0.020000000000000018
2025-11-04 00:00:00+00:00,K,83.1,83.2,83.03,83.19,664305,5.5263532949999996E7,83.2,170,-0.0020432692307692513,-0.0807692307692307,1889,1719,2025-11-04T00:00Z,2025-03-04T00:00Z,true,true,true,83.2,83.32,83.47,83.14,83.19,,-1.2019230769233502E-4
2019-03-20 00:00:00+00:00,KMB,120.26,120.3,118.53,119.57,836625,1.0003525125E8,120.46,145,-0.016021915988709834,-0.16702639880458237,222,77,2019-03-20T00:00Z,2018-08-20T00:00Z,true,true,true,121.46,123.35,121.77,123.45,128.72,Stock,0.0597727646961963
2019-06-04 00:00:00+00:00,KO,50.0,50.28,49.62,50.0,4094482,2.047241E8,50.83,132,-0.023804839661617172,-0.12590989573086753,274,142,2019-06-04T00:00Z,2018-11-20T00:00Z,true,true,true,50.78,51.33,50.64,51.98,52.63,Stock,0.03643166601024017
2025-04-02 00:00:00+00:00,KO,72.0,72.37,71.05,71.33,6131273,4.3734370309E8,73.53,144,-0.033727730178158666,-0.17564259485924116,1740,1596,2025-04-02T00:00Z,2024-09-04T00:00Z,true,true,true,73.18,69.95,71.68,71.29,72.1,Stock,-0.020000000000000018
2019-01-08 00:00:00+00:00,KOF,64.02,64.58,63.49,64.58,11850,765273.0,65.19,299,-0.026077619266758667,-0.16321521705783093,173,0,2019-01-08T00:00Z,2018-05-01T00:00Z,true,true,true,65.56,65.51,63.94,63.63,58.29,Stock,-0.020747406955460512
2024-11-05 00:00:00+00:00,KR,56.28,57.48,56.26,57.39,889932,5.1073197480000004E7,58.33,150,-0.0354877421566947,-0.1889210019267823,1640,1490,2024-11-05T00:00Z,2024-04-03T00:00Z,true,true,true,59.8,59.68,58.1,59.91,61.46,Stock,-0.021966555183946523
2019-12-26 00:00:00+00:00,KREF,20.73,20.87,20.73,20.77,76072,1580015.44,21.0,281,-0.01285714285714279,-0.1328344246959775,417,136,2019-12-26T00:00Z,2018-11-12T00:00Z,true,true,true,20.88,20.42,20.57,21.0,20.84,Stock,-0.020000000000000018
2024-07-22 00:00:00+00:00,KRG,23.67,24.05,23.5,23.99,637338,1.528973862E7,24.23,241,-0.030127940569541933,-0.18943458522492773,1565,1324,2024-07-22T00:00Z,2023-08-04T00:00Z,true,true,true,24.12,24.17,23.68,25.09,26.7,Stock,-0.017968490878938592
2019-05-20 00:00:00+00:00,L,51.7,52.24,51.62,51.94,317668,1.649967592E7,52.52,299,-0.01713632901751727,-0.19916222391469918,264,0,2019-05-20T00:00Z,2018-05-01T00:00Z,true,true,true,52.5,51.31,52.94,53.39,54.14,Stock,-0.02000000000000013
2020-02-10 00:00:00+00:00,LADR,18.67,18.73,18.63,18.7,123796,2314985.1999999997,18.82,239,-0.010095642933049986,-0.17845211581291764,447,208,2020-02-10T00:00Z,2019-02-28T00:00Z,true,true,true,18.71,18.72,17.75,14.29,5.2,Stock,-0.019476215927311746
2018-07-05 00:00:00+00:00,LDL,44.2,44.65,43.7,44.6,31170,1390182.0,44.8,299,-0.024553571428571286,-0.1651785714285714,45,0,2018-07-05T00:00Z,2018-05-01T00:00Z,true,true,true,44.7,45.1,45.7,42.05,42.65,,0.001923937360178929
2018-07-18 00:00:00+00:00,LDOS,63.49,63.79,63.07,63.51,202305,1.2848390549999999E7,64.09,299,-0.01591511936339529,-0.10188797004212824,54,0,2018-07-18T00:00Z,2018-05-01T00:00Z,true,true,true,64.05,63.75,68.62,70.62,70.88,Stock,0.10663544106167056
2019-08-07 00:00:00+00:00,LSI,100.37,102.23,99.88,101.94,150017,1.529273298E7,102.92,242,-0.029537504858142327,-0.13670812281383604,319,77,2019-08-07T00:00Z,2018-08-20T00:00Z,true,true,true,103.37,99.55,104.26,104.32,106.81,,-0.020000000000000018
2019-08-09 00:00:00+00:00,LTC,47.09,47.56,46.6,47.46,123362,5854760.5200000005,48.12,125,-0.03158769742310885,-0.1473214285714286,321,196,2019-08-09T00:00Z,2019-02-11T00:00Z,true,true,true,48.25,49.05,48.84,50.35,51.05,Stock,0.05803108808290158
2022-10-27 00:00:00+00:00,MCD,263.0,266.99,262.44,265.11,1326794,3.5174635734000003E8,271.14,205,-0.03208674485505636,-0.1972781588847089,1132,927,2022-10-27T00:00Z,2022-01-04T00:00Z,true,true,true,274.52,272.95,275.88,275.0,267.57,Stock,-0.01828646364563591
2024-09-25 00:00:00+00:00,MCD,300.33,301.77,298.4,300.47,821814,2.4693045258E8,302.37,171,-0.013129609418923938,-0.19452988060984888,1611,1440,2024-09-25T00:00Z,2024-01-22T00:00Z,true,true,true,303.65,303.76,303.83,298.57,290.91,Stock,-0.03639519183270212
2019-07-15 00:00:00+00:00,MDT,99.29,99.86,99.0,99.82,1762635,1.759462257E8,100.16,199,-0.011581469648562215,-0.18450479233226824,302,103,2019-07-15T00:00Z,2018-09-26T00:00Z,true,true,true,99.87,101.24,103.26,101.0,107.48,Stock,0.013265244818263744
2025-10-02 00:00:00+00:00,MDT,94.41,95.75,94.0,95.48,2932740,2.800180152E8,96.25,143,-0.023376623376623384,-0.17361038961038955,1866,1723,2025-10-02T00:00Z,2025-03-10T00:00Z,true,true,true,97.7,96.5,95.04,90.97,105.33,Stock,-0.04668167860798367
2019-03-25 00:00:00+00:00,MGP,31.21,31.5,31.15,31.38,115016,3609202.08,31.59,186,-0.013928458372902908,-0.19278252611585944,225,39,2019-03-25T00:00Z,2018-06-26T00:00Z,true,true,true,32.13,32.19,32.43,32.37,31.65,,-0.012679738562091702
2020-02-05 00:00:00+00:00,MGP,33.15,33.26,33.01,33.06,200825,6639274.5,33.27,203,-0.007814848211602166,-0.19278252611585944,444,241,2020-02-05T00:00Z,2019-04-16T00:00Z,true,true,true,33.38,33.71,34.11,27.98,22.82,,0.0014319952067105568
2019-04-16 00:00:00+00:00,MMM,216.6,217.67,215.48,216.9,398567,8.64491823E7,217.87,141,-0.010969844402625495,-0.188277413136274,241,100,2019-04-16T00:00Z,2018-09-21T00:00Z,true,true,true,217.64,219.08,186.07,174.12,168.85,Stock,-0.013515897812901856
2018-11-27 00:00:00+00:00,MMS,68.11,68.83,67.66,68.08,252165,1.71673932E7,69.01,141,-0.019562382263440203,-0.12635849876829452,146,5,2018-11-27T00:00Z,2018-05-08T00:00Z,true,true,true,69.57,70.74,70.32,64.38,69.26,Stock,-0.009435101336783158
2024-05-08 00:00:00+00:00,MMS,84.0,84.46,83.35,84.12,97260,8181511.2,89.82,200,-0.07203295479848582,-0.1936094411044309,1515,1315,2024-05-08T00:00Z,2023-07-24T00:00Z,true,true,true,83.67,87.02,85.79,86.12,84.71,Stock,0.012429783673957084
2025-11-28 00:00:00+00:00,MPLX,53.72,54.43,53.72,54.33,355997,1.9341317009999998E7,54.86,178,-0.020780167699599006,-0.18702150929639083,1840,1662,2025-11-28T00:00Z,2025-03-17T00:00Z,true,true,true,54.85,55.86,54.85,54.01,55.75,Stock,0.016408386508659945
2018-06-14 00:00:00+00:00,MSGN,20.35,20.7,20.35,20.55,109189,2243833.95,20.95,299,-0.02863961813842475,-0.14319809069212408,31,0,2018-06-14T00:00Z,2018-05-01T00:00Z,true,true,true,22.1,23.25,24.3,23.3,23.05,,0.07755656108597275
2019-02-26 00:00:00+00:00,NAD,13.3,13.355,13.3,13.33,34309,457338.97000000003,13.365,163,-0.00486344930789373,-0.08342686120463905,206,43,2019-02-26T00:00Z,2018-07-02T00:00Z,true,true,true,13.37,13.43,13.46,13.57,13.3,Stock,-0.005235602094240677
2019-02-13 00:00:00+00:00,NEA,13.05,13.09,13.03,13.09,41309,540734.8099999999,13.09,155,-0.004583651642475206,-0.08097784568372812,198,43,2019-02-13T00:00Z,2018-07-02T00:00Z,true,true,true,13.09,13.01,13.07,13.15,13.22,Stock,0.009931245225363039
2021-12-07 00:00:00+00:00,NGG,67.75,68.09,67.69,67.95,54606,3710477.7,68.49,131,-0.011680537304715966,-0.19093804284887084,908,777,2021-12-07T00:00Z,2021-06-02T00:00Z,true,true,true,68.77,69.6,71.49,71.75,74.59,Stock,0.08462992583975582
